Ꭶ	584
̤	585
ପ	586
ွ	587
ျ	588
በ	589
ສ	590
හ	591
ό	592
ň	593
ជ	594
Ꮣ	595
ំ	596
మ	597
ई	598
ṳ	599
ற	600
ခ	601
ੱ	602
ะ	603
ລ	604
ప	605
ள	606
এ	607
ส	608
િ	609
ӓ	610
শ	611
ት	612
ਮ	613
ۈ	614
ީ	615
ુ	616
ფ	617
‍	618
ླ	619
ີ	620
ೇ	621
ހ	622
ხ	623
ທ	624
េ	625
۔	626
ά	627
ދ	628
ڭ	629
ਜ	630
の	631
స	632
վ	633
Ꭹ	634
ய	635
ů	636
ח	637
ཤ	638
ை	639
ض	640
ؤ	641
צ	642
ಅ	643
Х	644
ป	645
ต	646
ཟ	647
ż	648
ಜ	649
ద	650
Л	651
१	652
ս	653
ń	654
ğ	655
ହ	656
ҳ	657
റ	658
ħ	659
ਪ	660
Ꮒ	661
फ	662
ේ	663
త	664
જ	665
ཉ	666
চ	667
ੰ	668
య	669
আ	670
۱	671
ಹ	672
వ	673
ើ	674
บ	675
វ	676
ົ	677
ෙ	678
ۋ	679
Ꮅ	680
έ	681
ِ	682
̍	683
ው	684
ষ	685
គ	686
የ	687
ސ	688
ੋ	689
ਆ	690
ី	691
ލ	692
ँ	693
ச	694
이	695
ച	696
অ	697
ር	698
ో	699
Ꭼ	700
ห	701
ث	702
ບ	703
መ	704
ś	705
ග	706
ට	707
ປ	708
ም	709
ଲ	710
წ	711
²	712
ះ	713
ค	714
ބ	715
լ	716
พ	717
­	718
ྡ	719
Ꮫ	720
०	721
„	722
አ	723
ქ	724
°	725
ފ	726
ভ	727
ছ	728
ែ	729
۰	730
ണ	731
ແ	732
ስ	733
Ш	734
中	735
ગ	736
แ	737
ء	738
ള	739
δ	740
గ	741
Ꮕ	742
ୟ	743
દ	744
Ꮄ	745
ृ	746
จ	747
ោ	748
Ф	749
ಚ	750
Ꮩ	751
ଦ	752
ီ	753
に	754
ូ	755
ೂ	756
의	757
਼	758
১	759
ந	760
డ	761
ც	762
ິ	763
ል	764
ຍ	765
ྣ	766
អ	767
ং	768
ຫ	769
թ	770
ή	771
ذ	772
ಣ	773
ਅ	774
ਬ	775
ਚ	776
다	777
հ	778
આ	779
ω	780
ැ	781
ී	782
ụ	783
ř	784
હ	785
ช	786
ٹ	787
२	788
ړ	789
ї	790
З	791
ਗ	792
ట	793
ພ	794
Э	795
ց	796
ಶ	797
ށ	798
ੁ	799
থ	800
ը	801
Е	802
ཙ	803
ለ	804
პ	805
ነ	806
ठ	807
ੈ	808
ଥ	809
ተ	810
에	811
ę	812
ဖ	813
ਇ	814
খ	815
ଏ	816
ظ	817
ಆ	818
ይ	819
ຕ	820
Ꮢ	821
ങ	822
ຊ	823
դ	824
။	825
た	826
는	827
Ꮈ	828
Ч	829
ণ	830
േ	831
ർ	832
ّ	833
ೋ	834
ț	835
ే	836
χ	837
ံ	838
ೀ	839
գ	840
ಇ	841
ୋ	842
ড	843
嘅	844
ྤ	845
ဲ	846
০	847
ៅ	848
る	849
ौ	850
۾	851
Ꮻ	852
۲	853
ใ	854
શ	855
༌	856
ধ	857
ư	858
ੂ	859
์	860
ș	861
ຄ	862
ळ	863
እ	864
ယ	865
θ	866
ୀ	867
উ	868
ື	869
ദ	870
છ	871
ҡ	872
ຂ	873
ޮ	874
Ꭺ	875
බ	876
ß	877
़	878
ଗ	879
ထ	880
ോ	881
ข	882
ൽ	883
ύ	884
ژ	885
Ꭽ	886
ያ	887
と	888
ź	889
ზ	890
ဆ	891
ŏ	892
は	893
ー	894
إ	895
ណ	896
අ	897
國	898
።	899
為	900
ڤ	901
Ꭸ	902
ଜ	903
Ꮲ	904
ุ	905
ါ	906
「	907
ଣ	908
९	909
하	910
২	911
ẹ	912
ຈ	913
ཛ	914
ื	915
ీ	916
է	917
घ	918
ួ	919
இ	920
ខ	921
ڻ	922
ޭ	923
ڵ	924
ও	925
ಷ	926
ከ	927
ไ	928
ҥ	929
ļ	930
І	931
ɣ	932
ị	933
અ	934
็	935
។	936
ໃ	937
ଟ	938
ហ	939
을	940
ྩ	941
ଇ	942
し	943
ਟ	944
થ	945
պ	946
ူ	947
ų	948
を	949
成	950
ធ	951
ላ	952
て	953
۹	954
ញ	955
ք	956
ና	957
ྔ	958
ཇ	959
৯	960
で	961
ྗ	962
ُ	963
ટ	964
ண	965
చ	966
ŭ	967
Ꮑ	968
Ꮔ	969
ଶ	970
ྷ	971
ৱ	972
̀	973
բ	974
로	975
ɛ	976
ණ	977
ङ	978
۽	979
ણ	980
โ	981
が	982
ٽ	983
ໄ	984
İ	985
い	986
ડ	987
ڕ	988
ҙ	989
ځ	990
ଳ	991
બ	992
ӣ	993
ಧ	994
ደ	995
Ꮃ	996
ਣ	997
ଅ	998
国	999
ღ	1000
ղ	1001
ಉ	1002
ู	1003
ҕ	1004
ő	1005
ך	1006
ޑ	1007
њ	1008
ĭ	1009
ڈ	1010
৫	1011
ች	1012
고	1013
அ	1014
є	1015
ግ	1016
ብ	1017
ۊ	1018
ଷ	1019
ٿ	1020
ଭ	1021
അ	1022
ಭ	1023
ਉ	1024
५	1025
ġ	1026
८	1027
ْ	1028
ώ	1029
ખ	1030
ン	1031
ٙ	1032
ថ	1033
ገ	1034
۳	1035
६	1036
ņ	1037
ˇ	1038
ྙ	1039
ො	1040
於	1041
ማ	1042
行	1043
ศ	1044
ભ	1045
ູ	1046
지	1047
į	1048
Ꮿ	1049
ወ	1050
ረ	1051
ഗ	1052
ெ	1053
ድ	1054
れ	1055
β	1056
ె	1057
ำ	1058
Я	1059
Ꮵ	1060
한	1061
३	1062
৪	1063
ծ	1064
ភ	1065
ଯ	1066
։	1067
Ꮹ	1068
ே	1069
ञ	1070
ჷ	1071
ધ	1072
ජ	1073
ຸ	1074
ຳ	1075
జ	1076
ശ	1077
ଚ	1078
ਖ	1079
ീ	1080
가	1081
子	1082
ৈ	1083
ଧ	1084
後	1085
文	1086
ဝ	1087
४	1088
서	1089
ӥ	1090
家	1091
ଆ	1092
၊	1093
ộ	1094
ǣ	1095
ታ	1096
ራ	1097
္	1098
औ	1099
৩	1100
Ꮤ	1101
շ	1102
ყ	1103
ұ	1104
ྨ	1105
ɔ	1106
ຮ	1107
ଙ	1108
ూ	1109
ಒ	1110
ڏ	1111
な	1112
ൂ	1113
څ	1114
బ	1115
ಥ	1116
ચ	1117
એ	1118
公	1119
ṣ	1120
ښ	1121
時	1122
Ᏻ	1123
և	1124
੍	1125
部	1126
ഷ	1127
生	1128
Ц	1129
ূ	1130
ਈ	1131
學	1132
Ᏼ	1133
十	1134
ಎ	1135
ჩ	1136
७	1137
۵	1138
ශ	1139
ଡ	1140
主	1141
ޓ	1142
ባ	1143
É	1144
係	1145
ফ	1146
ओ	1147
西	1148
Ᏸ	1149
ċ	1150
ೈ	1151
۸	1152
ਡ	1153
ொ	1154
ൻ	1155
ክ	1156
民	1157
名	1158
ோ	1159
Ю	1160
խ	1161
৬	1162
個	1163
ế	1164
은	1165
৮	1166
그	1167
ఉ	1168
శ	1169
ạ	1170
ജ	1171
ឹ	1172
南	1173
ढ	1174
Ꮂ	1175
ළ	1176
ໍ	1177
인	1178
ޅ	1179
ټ	1180
王	1181
ঁ	1182
ҷ	1183
۷	1184
ޔ	1185
అ	1186
ึ	1187
զ	1188
ռ	1189
ძ	1190
ჯ	1191
ڙ	1192
ږ	1193
৭	1194
ဘ	1195
学	1196
ழ	1197
으	1198
ဒ	1199
ෝ	1200
ህ	1201
斯	1202
Á	1203
ス	1204
័	1205
를	1206
ډ	1207
ਭ	1208
Ж	1209
어	1210
ផ	1211
ڑ	1212
ൾ	1213
市	1214
ඩ	1215
Ꮷ	1216
사	1217
Ş	1218
Ꮆ	1219
入	1220
ബ	1221
ሰ	1222
스	1223
Š	1224
기	1225
എ	1226
ங	1227
ධ	1228
ധ	1229
ໂ	1230
ૂ	1231
Ç	1232
۴	1233
៉	1234
ĝ	1235
۶	1236
ቀ	1237
作	1238
리	1239
ڌ	1240
එ	1241
ถ	1242
ූ	1243
政	1244
州	1245
ố	1246
대	1247
ળ	1248
っ	1249
ஆ	1250
ả	1251
ຽ	1252
Ꮥ	1253
ޖ	1254
झ	1255
Ᏹ	1256
事	1257
ై	1258
世	1259
海	1260
軍	1261
Ꮪ	1262
會	1263
ਫ	1264
法	1265
道	1266
፣	1267
北	1268
ệ	1269
ル	1270
ً	1271
ං	1272
ซ	1273
도	1274
Ꮓ	1275
ớ	1276
༡	1277
‎	1278
Й	1279
山	1280
ľ	1281
아	1282
ഹ	1283
ڊ	1284
ຖ	1285
ৃ	1286
ủ	1287
ଓ	1288
代	1289
자	1290
ջ	1291
ጥ	1292
ഭ	1293
시	1294
ៃ	1295
德	1296
ַ	1297
ଉ	1298
Ꭵ	1299
١	1300
ธ	1301
・	1302
ྦ	1303
ဂ	1304
எ	1305
Ä	1306
ĩ	1307
教	1308
ॉ	1309
라	1310
ഇ	1311
ޫ	1312
東	1313
天	1314
ಈ	1315
ઓ	1316
あ	1317
ӱ	1318
高	1319
ሚ	1320
ら	1321
理	1322
新	1323
ဟ	1324
ଖ	1325
ៀ	1326
உ	1327
物	1328
ћ	1329
ቸ	1330
Α	1331
ਧ	1332
ậ	1333
나	1334
ѣ	1335
ூ	1336
Ꭷ	1337
ⁿ	1338
၁	1339
Ꮟ	1340
り	1341
ሆ	1342
ấ	1343
չ	1344
こ	1345
さ	1346
ờ	1347
부	1348
ঘ	1349
ඇ	1350
か	1351
ྫ	1352
ష	1353
曰	1354
ቅ	1355
ګ	1356
ആ	1357
ޯ	1358
平	1359
面	1360
も	1361
ï	1362
љ	1363
位	1364
通	1365
̄	1366
長	1367
Ö	1368
喺	1369
Ꮜ	1370
ษ	1371
路	1372
ť	1373
ـ	1374
ષ	1375
ዳ	1376
ợ	1377
全	1378
重	1379
들	1380
ˈ	1381
ٻ	1382
明	1383
ẽ	1384
前	1385
ఆ	1386
ڳ	1387
化	1388
Ꮯ	1389
ሪ	1390
ӯ	1391
度	1392
ξ	1393
ፍ	1394
元	1395
ሳ	1396
ຼ	1397
ዘ	1398
加	1399
ト	1400
Í	1401
ঠ	1402
ζ	1403
ዓ	1404
ෂ	1405
開	1406
イ	1407
과	1408
合	1409
利	1410
建	1411
٠	1412
•	1413
ሉ	1414
ภ	1415
일	1416
ผ	1417
Ꮨ	1418
ঙ	1419
Ᏺ	1420
與	1421
城	1422
ొ	1423
ณ	1424
ラ	1425
Č	1426
ଂ	1427
ሥ	1428
治	1429
ጠ	1430
Ꮏ	1431
里	1432
搭	1433
帝	1434
將	1435
特	1436
̂	1437
해	1438
美	1439
̆	1440
ካ	1441
హ	1442
Ꮴ	1443
士	1444
ﺎ	1445
す	1446
Σ	1447
間	1448
ף	1449
發	1450
၏	1451
ዋ	1452
ణ	1453
ኛ	1454
太	1455
ధ	1456
ൊ	1457
ề	1458
Ա	1459
ৌ	1460
佢	1461
භ	1462
相	1463
言	1464
있	1465
ຜ	1466
೦	1467
外	1468
語	1469
ଛ	1470
安	1471
ಖ	1472
力	1473
Μ	1474
リ	1475
ญ	1476
ឡ	1477
ჭ	1478
工	1479
주	1480
期	1481
ຶ	1482
無	1483
Τ	1484
ཧ	1485
భ	1486
ầ	1487
表	1488
ơ	1489
ഥ	1490
ਥ	1491
Κ	1492
ሲ	1493
ഴ	1494
ٔ	1495
Ü	1496
ੜ	1497
ቱ	1498
ḍ	1499
ۍ	1500
ﯩ	1501
ፈ	1502
Π	1503
拉	1504
ຢ	1505
過	1506
江	1507
게	1508
ଠ	1509
英	1510
ഡ	1511
正	1512
區	1513
ឺ	1514
ཨ	1515
ሁ	1516
來	1517
Ꮖ	1518
ಫ	1519
ự	1520
林	1521
¬	1522
Þ	1523
정	1524
ྭ	1525
ク	1526
動	1527
ჟ	1528
ể	1529
ઉ	1530
국	1531
ீ	1532
ඉ	1533
ጋ	1534
ঞ	1535
電	1536
되	1537
었	1538
୧	1539
ੌ	1540
؛	1541
ឆ	1542
성	1543
ٺ	1544
交	1545
여	1546
金	1547
演	1548
ǫ	1549
始	1550
{	1551
՝	1552
ໜ	1553
Ꭱ	1554
勒	1555
兵	1556
와	1557
ഞ	1558
១	1559
原	1560
ĉ	1561
ഒ	1562
ڀ	1563
଼	1564
ୂ	1565
Ꮺ	1566
ફ	1567
ド	1568
ආ	1569
전	1570
ア	1571
수	1572
Ł	1573
ޕ	1574
ዚ	1575
제	1576
৷	1577
次	1578
號	1579
よ	1580
伊	1581
經	1582
Đ	1583
ഉ	1584
咗	1585
水	1586
克	1587
改	1588
ḥ	1589
ṭ	1590
ま	1591
京	1592
書	1593
୦	1594
ཱ	1595
만	1596
ຣ	1597
Ε	1598
ሩ	1599
៏	1600
œ	1601
드	1602
府	1603
基	1604
년	1605
ָ	1606
ጣ	1607
ƙ	1608
Ꮞ	1609
う	1610
車	1611
Ο	1612
೧	1613
À	1614
ೃ	1615
意	1616
ッ	1617
場	1618
༢	1619
Қ	1620
心	1621
ဗ	1622
ඳ	1623
Ү	1624
性	1625
ڇ	1626
港	1627
였	1628
థ	1629
界	1630
口	1631
ሮ	1632
장	1633
命	1634
신	1635
ఇ	1636
၉	1637
Ꮠ	1638
業	1639
០	1640
制	1641
ґ	1642
ձ	1643
٢	1644
区	1645
進	1646
ଁ	1647
ժ	1648
史	1649
院	1650
ዲ	1651
數	1652
現	1653
ޢ	1654
員	1655
司	1656
ஒ	1657
Ꮼ	1658
先	1659
音	1660
首	1661
Մ	1662
ዎ	1663
ﻪ	1664
廣	1665
手	1666
ץ	1667
ଫ	1668
Ꮚ	1669
ഫ	1670
ఫ	1671
影	1672
宗	1673
적	1674
ứ	1675
ዝ	1676
シ	1677
女	1678
レ	1679
當	1680
ữ	1681
ũ	1682
古	1683
受	1684
ៈ	1685
式	1686
直	1687
փ	1688
系	1689
Հ	1690
ୃ	1691
馬	1692
Ꮳ	1693
Ө	1694
ŋ	1695
ở	1696
军	1697
站	1698
원	1699
උ	1700
마	1701
ÿ	1702
對	1703
做	1704
ථ	1705
◄	1706
٩	1707
ච	1708
社	1709
ਏ	1710
ዮ	1711
夫	1712
ቃ	1713
機	1714
ጉ	1715
河	1716
ళ	1717
►	1718
ҫ	1719
ሞ	1720
清	1721
Î	1722
Ọ	1723
ऽ	1724
៍	1725
ű	1726
ዊ	1727
ჰ	1728
ൈ	1729
校	1730
동	1731
球	1732
Ս	1733
ቶ	1734
Ꮇ	1735
科	1736
爾	1737
ઘ	1738
ճ	1739
百	1740
ќ	1741
၍	1742
ሊ	1743
ሌ	1744
며	1745
했	1746
死	1747
知	1748
ኖ	1749
格	1750
ဇ	1751
ਯ	1752
၀	1753
ồ	1754
見	1755
È	1756
ऊ	1757
武	1758
線	1759
字	1760
ฟ	1761
戰	1762
皇	1763
く	1764
세	1765
༠	1766
보	1767
ኢ	1768
萬	1769
상	1770
오	1771
ໝ	1772
タ	1773
台	1774
구	1775
ޒ	1776
反	1777
石	1778
르	1779
선	1780
Ž	1781
ਘ	1782
米	1783
조	1784
٬	1785
Ó	1786
接	1787
၂	1788
流	1789
目	1790
위	1791
尼	1792
ઈ	1793
ೌ	1794
量	1795
め	1796
列	1797
Ꮰ	1798
神	1799
族	1800
ဦ	1801
統	1802
設	1803
우	1804
カ	1805
マ	1806
話	1807
ޙ	1808
ઇ	1809
官	1810
解	1811
중	1812
Ꮸ	1813
୨	1814
ổ	1815
ィ	1816
省	1817
ђ	1818
稱	1819
ഖ	1820
そ	1821
ଵ	1822
ឋ	1823
從	1824
畀	1825
ഈ	1826
コ	1827
內	1828
ː	1829
集	1830
것	1831
爲	1832
ඔ	1833
き	1834
ሱ	1835
フ	1836
並	1837
回	1838
体	1839
放	1840
ኑ	1841
发	1842
復	1843
Ò	1844
香	1845
៊	1846
단	1847
ロ	1848
Ꮽ	1849
運	1850
ឈ	1851
品	1852
Ј	1853
ừ	1854
东	1855
타	1856
༩	1857
ॅ	1858
Γ	1859
形	1860
種	1861
門	1862
ዕ	1863
程	1864
諸	1865
ဓ	1866
身	1867
፡	1868
ሎ	1869
ቡ	1870
令	1871
保	1872
兩	1873
臺	1874
유	1875
Β	1876
ୱ	1877
テ	1878
少	1879
義	1880
持	1881
문	1882
ޤ	1883
ྕ	1884
ẓ	1885
데	1886
論	1887
ޝ	1888
ൃ	1889
†	1890
委	1891
ૈ	1892
༽	1893
漢	1894
功	1895
ሙ	1896
후	1897
Ꮉ	1898
信	1899
提	1900
용	1901
٥	1902
ଞ	1903
お	1904
指	1905
경	1906
´	1907
達	1908
島	1909
ቢ	1910
ジ	1911
비	1912
ሐ	1913
華	1914
ﺍ	1915
實	1916
灣	1917
༣	1918
Ꭻ	1919
민	1920
計	1921
け	1922
展	1923
Η	1924
亞	1925
开	1926
ӟ	1927
٣	1928
羅	1929
居	1930
Ꭾ	1931
족	1932
置	1933
면	1934
空	1935
치	1936
ৎ	1937
군	1938
君	1939
取	1940
ﺭ	1941
ឃ	1942
唔	1943
称	1944
總	1945
Բ	1946
ỳ	1947
則	1948
田	1949
ऑ	1950
월	1951
ਐ	1952
୯	1953
キ	1954
Ы	1955
명	1956
Ý	1957
바	1958
༤	1959
战	1960
色	1961
생	1962
ּ	1963
당	1964
ሕ	1965
造	1966
ﺋ	1967
͘	1968
ఖ	1969
村	1970
郡	1971
客	1972
著	1973
ฐ	1974
ዛ	1975
ጽ	1976
ጀ	1977
體	1978
җ	1979
ૃ	1980
議	1981
Ꭳ	1982
皆	1983
회	1984
២	1985
օ	1986
༥	1987
土	1988
福	1989
ﻮ	1990
된	1991
修	1992
非	1993
진	1994
ŝ	1995
商	1996
트	1997
周	1998
布	1999
ஸ	2000
Ꮙ	2001
ቤ	2002
ጅ	2003
關	2004
Ꮗ	2005
つ	2006
등	2007
号	2008
プ	2009
遂	2010
러	2011
ቆ	2012
무	2013
Ś	2014
ឲ	2015
情	2016
越	2017
૧	2018
ሽ	2019
樂	2020
ɗ	2021
ឯ	2022
ऐ	2023
辰	2024
༨	2025
師	2026
Ô	2027
わ	2028
ム	2029
공	2030
ڄ	2031
ఈ	2032
༧	2033
研	2034
음	2035
Ν	2036
ፋ	2037
歌	2038
氏	2039
왕	2040
Ì	2041
٫	2042
೨	2043
ဉ	2044
波	2045
Կ	2046
約	2047
ቁ	2048
星	2049
張	2050
༦	2051
፤	2052
縣	2053
果	2054
니	2055
ఎ	2056
ጊ	2057
バ	2058
ዱ	2059
支	2060
選	2061
ృ	2062
洲	2063
連	2064
罗	2065
၃	2066
계	2067
소	2068
や	2069
未	2070
結	2071
ៗ	2072
모	2073
식	2074
グ	2075
デ	2076
普	2077
ਛ	2078
ķ	2079
包	2080
ѓ	2081
Â	2082
长	2083
ナ	2084
೯	2085
‏	2086
領	2087
件	2088
傳	2089
記	2090
؟	2091
ắ	2092
究	2093
際	2094
宣	2095
川	2096
サ	2097
苏	2098
Լ	2099
片	2100
ψ	2101
曲	2102
ɪ	2103
臣	2104
陽	2105
ﻟ	2106
ሻ	2107
亚	2108
ឿ	2109
別	2110
攻	2111
住	2112
守	2113
示	2114
٤	2115
၅	2116
፲	2117
角	2118
ģ	2119
ଘ	2120
၈	2121
ĵ	2122
父	2123
Å	2124
Ι	2125
ቻ	2126
본	2127
ಏ	2128
관	2129
ޚ	2130
ሠ	2131
メ	2132
영	2133
ֆ	2134
၄	2135
ჸ	2136
Χ	2137
ޞ	2138
ሬ	2139
組	2140
ﯘ	2141
務	2142
問	2143
園	2144
源	2145
え	2146
统	2147
거	2148
화	2149
ﻠ	2150
ﻣ	2151
封	2152
班	2153
간	2154
變	2155
역	2156
호	2157
٨	2158
伯	2159
联	2160
ဏ	2161
視	2162
때	2163
ዩ	2164
引	2165
頭	2166
ዜ	2167
៌	2168
湖	2169
屬	2170
降	2171
ど	2172
だ	2173
ニ	2174
威	2175
失	2176
ٰ	2177
୫	2178
卡	2179
服	2180
派	2181
٦	2182
ઝ	2183
៩	2184
ỉ	2185
ď	2186
ャ	2187
现	2188
크	2189
포	2190
祖	2191
프	2192
٧	2193
Ꮭ	2194
ﺮ	2195
ඒ	2196
′	2197
權	2198
ቦ	2199
ኤ	2200
收	2201
蘭	2202
Ն	2203
፻	2204
段	2205
내	2206
关	2207
埋	2208
개	2209
−	2210
紀	2211
ቋ	2212
完	2213
Æ	2214
안	2215
연	2216
ڍ	2217
ኒ	2218
眾	2219
방	2220
ఒ	2221
ཎ	2222
ኮ	2223
李	2224
ﻧ	2225
ౌ	2226
ሃ	2227
№	2228
求	2229
隊	2230
嗰	2231
早	2232
存	2233
언	2234
ޗ	2235
려	2236
미	2237
ໆ	2238
电	2239
̃	2240
၌	2241
ブ	2242
督	2243
차	2244
‹	2245
ュ	2246
型	2247
應	2248
聞	2249
불	2250
ڃ	2251
易	2252
欲	2253
Գ	2254
动	2255
版	2256
ﺑ	2257
告	2258
思	2259
던	2260
報	2261
落	2262
風	2263
ጎ	2264
說	2265
进	2266
ǒ	2267
›	2268
節	2269
ኝ	2270
반	2271
ڼ	2272
龍	2273
ズ	2274
秦	2275
ቲ	2276
ฤ	2277
୮	2278
ෘ	2279
ሴ	2280
万	2281
殺	2282
၆	2283
育	2284
Щ	2285
ሜ	2286
ፊ	2287
ឬ	2288
エ	2289
局	2290
館	2291
ኋ	2292
፱	2293
仔	2294
员	2295
발	2296
ઠ	2297
୩	2298
ኩ	2299
ጨ	2300
興	2301
Ə	2302
ஜ	2303
ಘ	2304
ຟ	2305
啲	2306
愛	2307
括	2308
速	2309
器	2310
堂	2311
率	2312
真	2313
력	2314
୬	2315
Ә	2316
域	2317
ウ	2318
留	2319
၇	2320
聯	2321
舉	2322
鐵	2323
ţ	2324
條	2325
禮	2326
히	2327
ん	2328
吉	2329
康	2330
ኔ	2331
Ҷ	2332
食	2333
통	2334
走	2335
马	2336
ṛ	2337
室	2338
謂	2339
